,datetime,RH,GHI,CC,T
2693,2022-07-12 12:00:00,71.0,1.85,9.0,36.7
2694,2022-07-12 13:00:00,70.0,1.72,9.0,35.1
2695,2022-07-12 14:00:00,77.0,1.01,9.0,33.0
2696,2022-07-12 15:00:00,80.0,0.55,9.0,31.8
2697,2022-07-12 16:00:00,76.0,0.6,9.0,32.0
2698,2022-07-12 17:00:00,77.0,0.38,9.0,30.9
2699,2022-07-12 18:00:00,82.0,0.27,9.0,30.1
2700,2022-07-12 19:00:00,80.0,0.07,10.0,29.2
2701,2022-07-12 20:00:00,85.0,0.03,10.0,28.4
2702,2022-07-13 07:00:00,78.0,0.26,10.0,26.6
2703,2022-07-13 08:00:00,75.0,0.53,10.0,27.9
2704,2022-07-13 09:00:00,76.0,0.52,10.0,28.1
2705,2022-07-13 10:00:00,75.0,0.59,10.0,28.9
2706,2022-07-13 11:00:00,77.0,0.54,10.0,28.7
2707,2022-07-13 12:00:00,83.0,0.64,10.0,30.6
2708,2022-07-13 13:00:00,78.0,0.89,10.0,30.4
2709,2022-07-13 14:00:00,93.0,0.18,10.0,27.2
2710,2022-07-13 15:00:00,92.0,0.34,10.0,28.6
2711,2022-07-13 16:00:00,82.0,0.52,10.0,28.7
2712,2022-07-13 17:00:00,76.0,0.47,10.0,27.6
2713,2022-07-13 18:00:00,75.0,0.4,10.0,27.6
2714,2022-07-13 19:00:00,71.0,0.24,10.0,26.4
2715,2022-07-13 20:00:00,74.0,0.02,10.0,25.6
2716,2022-07-14 07:00:00,91.0,0.12,8.0,26.1
2717,2022-07-14 08:00:00,88.0,0.52,9.0,26.9
2718,2022-07-14 09:00:00,89.0,0.28,9.0,27.3
2719,2022-07-14 10:00:00,88.0,0.65,9.0,28.7
2720,2022-07-14 11:00:00,82.0,0.88,9.0,31.4
2721,2022-07-14 12:00:00,81.0,1.1,9.0,30.9
2722,2022-07-14 13:00:00,74.0,2.1,9.0,36.9
2723,2022-07-14 14:00:00,77.0,2.27,9.0,34.7
2724,2022-07-14 15:00:00,80.0,1.74,9.0,33.2
2725,2022-07-14 16:00:00,81.0,1.06,9.0,30.9
2726,2022-07-14 17:00:00,79.0,0.78,8.0,30.6
2727,2022-07-14 18:00:00,78.0,0.46,6.0,28.5
2728,2022-07-14 19:00:00,77.0,0.48,7.0,27.6
2729,2022-07-14 20:00:00,81.0,0.11,8.0,25.6
2730,2022-07-15 07:00:00,88.0,0.25,3.0,24.7
2731,2022-07-15 08:00:00,82.0,0.77,7.0,26.7
2732,2022-07-15 09:00:00,81.0,0.91,4.0,27.8
2733,2022-07-15 10:00:00,71.0,1.98,7.0,32.9
2734,2022-07-15 11:00:00,65.0,2.23,7.0,37.2
2735,2022-07-15 12:00:00,63.0,2.3,8.0,37.4
2736,2022-07-15 13:00:00,59.0,2.86,9.0,38.8
2737,2022-07-15 14:00:00,59.0,2.43,9.0,38.6
2738,2022-07-15 15:00:00,58.0,2.87,9.0,40.0
2739,2022-07-15 16:00:00,56.0,2.31,8.0,39.9
2740,2022-07-15 17:00:00,60.0,1.34,7.0,34.6
2741,2022-07-15 18:00:00,56.0,0.89,2.0,32.0
2742,2022-07-15 19:00:00,65.0,0.63,0.0,28.9
2743,2022-07-15 20:00:00,69.0,0.08,0.0,26.0
2744,2022-07-16 07:00:00,86.0,0.24,8.0,24.6
2745,2022-07-16 08:00:00,80.0,0.69,8.0,26.8
2746,2022-07-16 09:00:00,77.0,1.12,8.0,29.4
2747,2022-07-16 10:00:00,70.0,1.83,8.0,34.0
2748,2022-07-16 11:00:00,66.0,2.2,9.0,31.6
2749,2022-07-16 12:00:00,64.0,1.15,8.0,33.2
2750,2022-07-16 13:00:00,58.0,2.19,7.0,39.6
2751,2022-07-16 14:00:00,54.0,2.68,4.0,41.2
2752,2022-07-16 15:00:00,53.0,3.1,3.0,43.8
2753,2022-07-16 16:00:00,59.0,2.63,3.0,43.3
2754,2022-07-16 17:00:00,65.0,1.95,4.0,39.2
2755,2022-07-16 18:00:00,62.0,1.29,4.0,34.1
2756,2022-07-16 19:00:00,72.0,0.61,6.0,29.9
2757,2022-07-16 20:00:00,73.0,0.06,4.0,26.9
2758,2022-07-17 07:00:00,86.0,0.28,9.0,25.3
2759,2022-07-17 08:00:00,82.0,0.66,8.0,27.1
2760,2022-07-17 09:00:00,74.0,1.22,7.0,29.4
2761,2022-07-17 10:00:00,69.0,2.04,7.0,33.9
2762,2022-07-17 11:00:00,62.0,2.72,7.0,39.9
2763,2022-07-17 12:00:00,60.0,2.74,8.0,41.6
2764,2022-07-17 13:00:00,64.0,2.74,8.0,42.4
2765,2022-07-17 14:00:00,62.0,2.02,9.0,38.3
2766,2022-07-17 15:00:00,64.0,1.28,9.0,35.5
2767,2022-07-17 16:00:00,66.0,1.01,9.0,34.2
2768,2022-07-17 17:00:00,72.0,0.61,9.0,32.1
2769,2022-07-17 18:00:00,74.0,0.44,9.0,30.8
2770,2022-07-17 19:00:00,75.0,0.26,10.0,29.1
2771,2022-07-17 20:00:00,76.0,0.04,10.0,27.6
2772,2022-07-18 07:00:00,97.0,0.02,10.0,23.8
2773,2022-07-18 08:00:00,97.0,0.14,10.0,24.6
2774,2022-07-18 09:00:00,97.0,0.15,10.0,24.5
2775,2022-07-18 10:00:00,97.0,0.17,10.0,24.6
2776,2022-07-18 11:00:00,98.0,0.18,10.0,25.3
2777,2022-07-18 12:00:00,97.0,0.29,10.0,26.2
2778,2022-07-18 13:00:00,91.0,0.82,10.0,29.6
2779,2022-07-18 14:00:00,93.0,0.42,10.0,27.3
2780,2022-07-18 15:00:00,91.0,0.24,10.0,27.3
2781,2022-07-18 16:00:00,95.0,0.23,10.0,26.4
2782,2022-07-18 17:00:00,97.0,0.18,5.0,25.7
2783,2022-07-18 18:00:00,97.0,0.1,10.0,25.8
2784,2022-07-18 19:00:00,97.0,0.04,10.0,25.5
2785,2022-07-18 20:00:00,98.0,0.01,10.0,25.2
2786,2022-07-19 07:00:00,94.0,0.15,7.0,24.4
2787,2022-07-19 08:00:00,91.0,0.48,8.0,26.3
2788,2022-07-19 09:00:00,90.0,0.52,8.0,27.0
2789,2022-07-19 10:00:00,84.0,0.93,8.0,28.5
2790,2022-07-19 11:00:00,82.0,1.01,10.0,29.8
2791,2022-07-19 12:00:00,78.0,1.5,9.0,32.6
2792,2022-07-19 13:00:00,77.0,1.45,7.0,32.2
2793,2022-07-19 14:00:00,68.0,2.98,6.0,38.5
2794,2022-07-19 15:00:00,69.0,2.58,6.0,37.2
2795,2022-07-19 16:00:00,70.0,1.79,7.0,34.5
2796,2022-07-19 17:00:00,71.0,1.29,8.0,32.4
2797,2022-07-19 18:00:00,75.0,0.98,6.0,30.2
2798,2022-07-19 19:00:00,81.0,0.33,9.0,27.4
2799,2022-07-19 20:00:00,84.0,0.04,7.0,25.7
2800,2022-07-20 07:00:00,87.0,0.34,7.0,25.2
2801,2022-07-20 08:00:00,83.0,0.85,8.0,27.6
2802,2022-07-20 09:00:00,78.0,1.21,8.0,30.6
2803,2022-07-20 10:00:00,76.0,1.89,8.0,33.5
2804,2022-07-20 11:00:00,66.0,2.45,5.0,38.7
2805,2022-07-20 12:00:00,63.0,3.21,5.0,42.2
2806,2022-07-20 13:00:00,62.0,3.3,4.0,43.7
2807,2022-07-20 14:00:00,58.0,3.15,5.0,44.2
2808,2022-07-20 15:00:00,59.0,2.92,4.0,43.8
2809,2022-07-20 16:00:00,61.0,1.72,5.0,39.8
2810,2022-07-20 17:00:00,61.0,1.34,9.0,34.6
2811,2022-07-20 18:00:00,65.0,0.44,9.0,31.7
2812,2022-07-20 19:00:00,77.0,0.19,10.0,29.7
2813,2022-07-20 20:00:00,79.0,0.02,10.0,28.6
2814,2022-07-21 07:00:00,87.0,0.1,10.0,26.0
2815,2022-07-21 08:00:00,83.0,0.2,10.0,26.6
2816,2022-07-21 09:00:00,76.0,0.5,10.0,27.5
2817,2022-07-21 10:00:00,81.0,0.72,10.0,28.1
2818,2022-07-21 11:00:00,86.0,0.62,10.0,28.3
2819,2022-07-21 12:00:00,91.0,0.37,10.0,26.7
2820,2022-07-21 13:00:00,86.0,0.24,10.0,25.4
2821,2022-07-21 14:00:00,80.0,0.72,10.0,27.5
2822,2022-07-21 15:00:00,80.0,1.64,10.0,29.3
2823,2022-07-21 16:00:00,81.0,0.43,10.0,25.7
2824,2022-07-21 17:00:00,78.0,0.22,10.0,25.4
2825,2022-07-21 18:00:00,77.0,0.32,7.0,26.2
2826,2022-07-21 19:00:00,80.0,0.51,4.0,25.8
2827,2022-07-21 20:00:00,80.0,0.07,9.0,24.2
2828,2022-07-22 07:00:00,86.0,0.34,7.0,24.5
2829,2022-07-22 08:00:00,81.0,0.72,5.0,27.1
2830,2022-07-22 09:00:00,74.0,1.76,6.0,30.4
2831,2022-07-22 10:00:00,69.0,1.95,7.0,33.7
2832,2022-07-22 11:00:00,69.0,1.05,7.0,30.2
2833,2022-07-22 12:00:00,64.0,1.94,7.0,35.9
2834,2022-07-22 13:00:00,69.0,2.81,7.0,36.1
2835,2022-07-22 14:00:00,65.0,2.72,5.0,39.4
2836,2022-07-22 15:00:00,62.0,1.71,6.0,36.4
2837,2022-07-22 16:00:00,66.0,2.57,5.0,36.5
2838,2022-07-22 17:00:00,67.0,1.87,3.0,33.8
2839,2022-07-22 18:00:00,66.0,1.01,2.0,30.5
2840,2022-07-22 19:00:00,68.0,0.58,2.0,27.3
2841,2022-07-22 20:00:00,75.0,0.06,2.0,25.7
2842,2022-07-23 07:00:00,82.0,0.37,0.0,23.3
2843,2022-07-23 08:00:00,75.0,0.98,2.0,25.8
2844,2022-07-23 09:00:00,75.0,1.62,7.0,29.3
2845,2022-07-23 10:00:00,74.0,1.35,8.0,30.3
2846,2022-07-23 11:00:00,69.0,1.25,10.0,30.6
2847,2022-07-23 12:00:00,67.0,1.61,10.0,32.3
2848,2022-07-23 13:00:00,65.0,1.36,10.0,33.0
2849,2022-07-23 14:00:00,62.0,1.54,10.0,33.1
2850,2022-07-23 15:00:00,67.0,0.98,10.0,31.5
2851,2022-07-23 16:00:00,70.0,0.71,10.0,30.7
2852,2022-07-23 17:00:00,72.0,0.53,10.0,29.0
2853,2022-07-23 18:00:00,69.0,0.27,10.0,27.5
2854,2022-07-23 19:00:00,81.0,0.03,10.0,26.2
2855,2022-07-23 20:00:00,73.0,0.02,10.0,25.3
2856,2022-07-24 07:00:00,89.0,0.09,10.0,25.5
2857,2022-07-24 08:00:00,89.0,0.31,10.0,26.4
2858,2022-07-24 09:00:00,84.0,0.47,10.0,27.4
2859,2022-07-24 10:00:00,90.0,0.52,10.0,28.2
2860,2022-07-24 11:00:00,78.0,1.68,10.0,30.7
2861,2022-07-24 12:00:00,79.0,0.94,10.0,29.9
2862,2022-07-24 13:00:00,84.0,0.83,10.0,29.1
2863,2022-07-24 14:00:00,84.0,0.71,10.0,29.4
2864,2022-07-24 15:00:00,92.0,0.58,10.0,28.5
2865,2022-07-24 16:00:00,91.0,0.43,10.0,27.9
2866,2022-07-24 17:00:00,91.0,0.38,10.0,28.1
2867,2022-07-24 18:00:00,92.0,0.26,10.0,27.4
2868,2022-07-24 19:00:00,92.0,0.21,7.0,26.6
2869,2022-07-24 20:00:00,92.0,0.05,9.0,25.8
2870,2022-07-25 07:00:00,90.0,0.2,7.0,25.6
2871,2022-07-25 08:00:00,84.0,0.94,9.0,27.9
2872,2022-07-25 09:00:00,86.0,0.36,9.0,27.3
2873,2022-07-25 10:00:00,80.0,0.98,9.0,30.4
2874,2022-07-25 11:00:00,77.0,1.55,8.0,34.1
2875,2022-07-25 12:00:00,68.0,3.38,7.0,40.4
2876,2022-07-25 13:00:00,68.0,3.29,6.0,41.3
2877,2022-07-25 14:00:00,70.0,2.52,7.0,35.9
2878,2022-07-25 15:00:00,66.0,2.46,6.0,40.2
2879,2022-07-25 16:00:00,69.0,2.07,4.0,36.3
2880,2022-07-25 17:00:00,68.0,2.0,2.0,35.7
2881,2022-07-25 18:00:00,69.0,1.21,0.0,31.8
2882,2022-07-25 19:00:00,72.0,0.52,0.0,29.2
2883,2022-07-25 20:00:00,77.0,0.05,3.0,27.3
2884,2022-07-26 07:00:00,86.0,0.32,0.0,24.9
2885,2022-07-26 08:00:00,78.0,0.96,0.0,27.1
2886,2022-07-26 09:00:00,73.0,1.66,0.0,31.1
2887,2022-07-26 10:00:00,73.0,2.32,0.0,36.1
2888,2022-07-26 11:00:00,70.0,2.51,5.0,38.7
2889,2022-07-26 12:00:00,67.0,2.36,6.0,37.1
2890,2022-07-26 13:00:00,62.0,2.74,6.0,38.9
2891,2022-07-26 14:00:00,69.0,1.64,8.0,34.2
2892,2022-07-26 15:00:00,72.0,1.18,5.0,36.8
2893,2022-07-26 16:00:00,71.0,2.42,4.0,38.4
2894,2022-07-26 17:00:00,71.0,1.88,4.0,36.4
2895,2022-07-26 18:00:00,73.0,1.21,2.0,32.8
2896,2022-07-26 19:00:00,79.0,0.35,5.0,29.9
2897,2022-07-26 20:00:00,83.0,0.04,6.0,28.1
2898,2022-07-27 07:00:00,84.0,0.24,8.0,26.5
2899,2022-07-27 08:00:00,76.0,0.93,8.0,28.3
2900,2022-07-27 09:00:00,75.0,1.31,8.0,30.8
2901,2022-07-27 10:00:00,67.0,2.4,5.0,35.5
2902,2022-07-27 11:00:00,59.0,2.91,8.0,37.6
2903,2022-07-27 12:00:00,57.0,2.71,8.0,39.0
2904,2022-07-27 13:00:00,52.0,3.19,7.0,41.3
2905,2022-07-27 14:00:00,49.0,3.07,7.0,42.1
2906,2022-07-27 15:00:00,48.0,3.0,1.0,43.9
2907,2022-07-27 16:00:00,50.0,2.57,4.0,42.1
2908,2022-07-27 17:00:00,50.0,1.96,5.0,38.6
2909,2022-07-27 18:00:00,51.0,1.31,6.0,35.6
2910,2022-07-27 19:00:00,55.0,0.46,2.0,31.5
2911,2022-07-27 20:00:00,62.0,0.03,2.0,29.0
2912,2022-07-28 07:00:00,80.0,0.34,0.0,24.8
2913,2022-07-28 08:00:00,74.0,0.95,0.0,26.9
2914,2022-07-28 09:00:00,64.0,1.24,0.0,30.3
2915,2022-07-28 10:00:00,64.0,2.27,0.0,34.5
2916,2022-07-28 11:00:00,61.0,2.79,0.0,38.6
2917,2022-07-28 12:00:00,60.0,2.79,4.0,40.6
2918,2022-07-28 13:00:00,58.0,2.86,2.0,44.3
2919,2022-07-28 14:00:00,53.0,2.72,2.0,45.3
2920,2022-07-28 15:00:00,54.0,1.48,4.0,44.0
2921,2022-07-28 16:00:00,51.0,2.24,5.0,44.1
2922,2022-07-28 17:00:00,51.0,1.94,2.0,40.3
2923,2022-07-28 18:00:00,50.0,1.19,2.0,35.9
2924,2022-07-28 19:00:00,52.0,0.45,3.0,32.4
2925,2022-07-28 20:00:00,56.0,0.04,2.0,30.4
2926,2022-07-29 07:00:00,75.0,0.34,0.0,26.3
2927,2022-07-29 08:00:00,66.0,1.01,0.0,27.8
2928,2022-07-29 09:00:00,65.0,1.69,0.0,31.9
2929,2022-07-29 10:00:00,63.0,2.39,1.0,37.3
2930,2022-07-29 11:00:00,58.0,2.56,1.0,40.6
2931,2022-07-29 12:00:00,54.0,1.86,6.0,40.1
2932,2022-07-29 13:00:00,52.0,2.24,4.0,41.9
2933,2022-07-29 14:00:00,47.0,3.03,5.0,46.7
2934,2022-07-29 15:00:00,52.0,1.82,8.0,40.9
2935,2022-07-29 16:00:00,52.0,1.16,6.0,39.0
2936,2022-07-29 17:00:00,52.0,0.89,7.0,38.0
2937,2022-07-29 18:00:00,52.0,0.73,8.0,35.8
2938,2022-07-29 19:00:00,56.0,0.37,7.0,33.2
2939,2022-07-29 20:00:00,64.0,0.02,3.0,31.3
2940,2022-07-30 07:00:00,75.0,0.35,0.0,26.4
2941,2022-07-30 08:00:00,71.0,1.01,1.0,28.3
2942,2022-07-30 09:00:00,64.0,1.72,2.0,32.0
2943,2022-07-30 10:00:00,58.0,1.31,7.0,33.2
2944,2022-07-30 11:00:00,58.0,1.82,9.0,34.7
2945,2022-07-30 12:00:00,59.0,1.6,9.0,37.1
2946,2022-07-30 13:00:00,64.0,1.1,10.0,34.9
2947,2022-07-30 14:00:00,68.0,0.74,10.0,32.8
2948,2022-07-30 15:00:00,71.0,0.76,10.0,32.3
2949,2022-07-30 16:00:00,72.0,0.6,10.0,31.9
2950,2022-07-30 17:00:00,71.0,0.55,10.0,31.2
2951,2022-07-30 18:00:00,71.0,0.46,9.0,30.7
2952,2022-07-30 19:00:00,69.0,0.2,10.0,29.2
2953,2022-07-30 20:00:00,74.0,0.03,7.0,28.1
2954,2022-07-31 07:00:00,91.0,0.05,9.0,26.8
2955,2022-07-31 08:00:00,92.0,0.3,9.0,28.6
2956,2022-07-31 09:00:00,92.0,0.41,10.0,29.8
2957,2022-07-31 10:00:00,88.0,0.56,9.0,30.9
2958,2022-07-31 11:00:00,87.0,0.83,10.0,32.3
2959,2022-07-31 12:00:00,93.0,0.63,10.0,30.4
2960,2022-07-31 13:00:00,95.0,0.13,10.0,28.4
2961,2022-07-31 14:00:00,96.0,0.15,10.0,28.3
2962,2022-07-31 15:00:00,89.0,0.55,10.0,29.5
2963,2022-07-31 16:00:00,86.0,0.61,9.0,29.6
2964,2022-07-31 17:00:00,80.0,0.48,9.0,29.3
2965,2022-07-31 18:00:00,82.0,0.2,10.0,28.1
2966,2022-07-31 19:00:00,83.0,0.04,9.0,27.6
2967,2022-07-31 20:00:00,82.0,0.04,9.0,27.0
2968,2022-08-01 07:00:00,85.0,0.07,10.0,26.7
2969,2022-08-01 08:00:00,87.0,0.19,8.0,27.4
2970,2022-08-01 09:00:00,80.0,0.96,8.0,30.9
2971,2022-08-01 10:00:00,73.0,1.89,7.0,34.1
2972,2022-08-01 11:00:00,73.0,1.69,7.0,34.5
2973,2022-08-01 12:00:00,68.0,2.57,5.0,38.8
2974,2022-08-01 13:00:00,66.0,3.02,9.0,38.9
2975,2022-08-01 14:00:00,67.0,1.6,8.0,36.6
2976,2022-08-01 15:00:00,67.0,0.9,10.0,34.0
2977,2022-08-01 16:00:00,69.0,0.66,9.0,32.4
2978,2022-08-01 17:00:00,69.0,0.56,8.0,32.1
2979,2022-08-01 18:00:00,72.0,0.34,9.0,30.8
2980,2022-08-01 19:00:00,79.0,0.14,7.0,29.1
2981,2022-08-01 20:00:00,79.0,0.02,9.0,28.3
2982,2022-08-02 07:00:00,87.0,0.09,9.0,27.2
2983,2022-08-02 08:00:00,86.0,0.22,9.0,27.9
2984,2022-08-02 09:00:00,86.0,0.49,8.0,29.8
2985,2022-08-02 10:00:00,79.0,1.75,7.0,32.5
2986,2022-08-02 11:00:00,69.0,2.68,6.0,37.0
2987,2022-08-02 12:00:00,68.0,2.72,6.0,34.4
2988,2022-08-02 13:00:00,74.0,2.03,6.0,36.6
2989,2022-08-02 14:00:00,73.0,2.59,7.0,35.0
2990,2022-08-02 15:00:00,77.0,1.44,7.0,32.7
2991,2022-08-02 16:00:00,69.0,2.4,8.0,37.1
2992,2022-08-02 17:00:00,76.0,0.73,7.0,32.7
2993,2022-08-02 18:00:00,79.0,0.47,7.0,31.4
2994,2022-08-02 19:00:00,80.0,0.45,6.0,29.9
2995,2022-08-02 20:00:00,79.0,0.01,9.0,28.4
2996,2022-08-03 07:00:00,86.0,0.18,6.0,27.1
2997,2022-08-03 08:00:00,81.0,0.5,6.0,28.4
2998,2022-08-03 09:00:00,75.0,1.28,6.0,31.5
2999,2022-08-03 10:00:00,70.0,2.09,5.0,34.4
3000,2022-08-03 11:00:00,67.0,1.82,6.0,35.2
3001,2022-08-03 12:00:00,65.0,2.56,8.0,40.2
3002,2022-08-03 13:00:00,69.0,2.06,7.0,39.5
3003,2022-08-03 14:00:00,72.0,1.87,6.0,37.7
3004,2022-08-03 15:00:00,68.0,2.49,7.0,39.4
3005,2022-08-03 16:00:00,68.0,2.07,6.0,38.2
3006,2022-08-03 17:00:00,67.0,1.62,6.0,36.7
3007,2022-08-03 18:00:00,73.0,0.93,8.0,32.8
3008,2022-08-03 19:00:00,85.0,0.18,9.0,30.5
3009,2022-08-03 20:00:00,91.0,0.03,10.0,29.2
3010,2022-08-04 07:00:00,89.0,0.12,6.0,27.7
3011,2022-08-04 08:00:00,87.0,0.32,9.0,28.5
3012,2022-08-04 09:00:00,84.0,0.51,7.0,30.4
3013,2022-08-04 10:00:00,79.0,1.3,8.0,31.8
3014,2022-08-04 11:00:00,78.0,1.45,7.0,36.4
3015,2022-08-04 12:00:00,75.0,2.17,8.0,35.3
3016,2022-08-04 13:00:00,69.0,2.87,7.0,40.3
3017,2022-08-04 14:00:00,66.0,2.92,7.0,42.3
3018,2022-08-04 15:00:00,67.0,2.85,5.0,43.0
3019,2022-08-04 16:00:00,68.0,2.23,7.0,40.7
3020,2022-08-04 17:00:00,70.0,1.13,7.0,34.0
3021,2022-08-04 18:00:00,68.0,1.02,6.0,32.6
3022,2022-08-04 19:00:00,75.0,0.48,4.0,30.2
3023,2022-08-04 20:00:00,79.0,0.03,3.0,28.6
3024,2022-08-05 07:00:00,83.0,0.07,9.0,27.8
3025,2022-08-05 08:00:00,86.0,0.14,9.0,28.3
3026,2022-08-05 09:00:00,87.0,0.31,9.0,29.7
3027,2022-08-05 10:00:00,81.0,0.99,9.0,31.9
3028,2022-08-05 11:00:00,75.0,1.86,9.0,35.6
3029,2022-08-05 12:00:00,76.0,2.03,9.0,36.0
3030,2022-08-05 13:00:00,72.0,2.51,8.0,38.1
3031,2022-08-05 14:00:00,73.0,2.52,8.0,38.1
3032,2022-08-05 15:00:00,73.0,1.81,7.0,37.0
3033,2022-08-05 16:00:00,71.0,2.12,6.0,38.9
3034,2022-08-05 17:00:00,67.0,1.55,3.0,37.1
3035,2022-08-05 18:00:00,69.0,0.71,2.0,32.6
3036,2022-08-05 19:00:00,82.0,0.27,3.0,30.7
3037,2022-08-05 20:00:00,85.0,0.02,4.0,29.3
3038,2022-08-06 07:00:00,84.0,0.27,6.0,28.1
3039,2022-08-06 08:00:00,79.0,0.67,6.0,29.2
3040,2022-08-06 09:00:00,75.0,1.22,7.0,31.3
3041,2022-08-06 10:00:00,72.0,1.36,4.0,34.6
3042,2022-08-06 11:00:00,71.0,2.18,6.0,34.7
3043,2022-08-06 12:00:00,64.0,2.7,6.0,40.3
3044,2022-08-06 13:00:00,60.0,3.39,6.0,41.8
3045,2022-08-06 14:00:00,58.0,3.3,6.0,42.9
3046,2022-08-06 15:00:00,63.0,2.26,6.0,39.5
3047,2022-08-06 16:00:00,68.0,1.33,6.0,36.4
3048,2022-08-06 17:00:00,66.0,1.64,4.0,37.2
3049,2022-08-06 18:00:00,69.0,1.02,2.0,33.8
3050,2022-08-06 19:00:00,72.0,0.36,3.0,31.3
3051,2022-08-06 20:00:00,75.0,0.02,5.0,29.6
3052,2022-08-07 07:00:00,85.0,0.21,2.0,28.3
3053,2022-08-07 08:00:00,79.0,0.66,1.0,29.6
3054,2022-08-07 09:00:00,75.0,1.25,2.0,32.2
3055,2022-08-07 10:00:00,71.0,2.14,5.0,36.3
3056,2022-08-07 11:00:00,68.0,2.25,6.0,37.1
3057,2022-08-07 12:00:00,72.0,1.29,8.0,34.7
3058,2022-08-07 13:00:00,66.0,1.73,8.0,38.1
3059,2022-08-07 14:00:00,65.0,1.96,8.0,37.4
3060,2022-08-07 15:00:00,64.0,2.22,7.0,39.8
3061,2022-08-07 16:00:00,65.0,1.73,7.0,37.5
3062,2022-08-07 17:00:00,84.0,0.44,8.0,33.6
3063,2022-08-07 18:00:00,84.0,0.42,9.0,32.1
3064,2022-08-07 19:00:00,81.0,0.19,9.0,30.7
3065,2022-08-07 20:00:00,83.0,0.02,9.0,29.1
3066,2022-08-08 07:00:00,74.0,0.13,8.0,27.3
3067,2022-08-08 08:00:00,74.0,0.31,10.0,28.5
3068,2022-08-08 09:00:00,69.0,0.49,10.0,29.9
3069,2022-08-08 10:00:00,69.0,1.0,9.0,31.9
3070,2022-08-08 11:00:00,65.0,1.47,9.0,32.6
3071,2022-08-08 12:00:00,64.0,0.99,9.0,33.5
3072,2022-08-08 13:00:00,65.0,1.51,10.0,32.6
3073,2022-08-08 14:00:00,67.0,0.88,10.0,32.5
3074,2022-08-08 15:00:00,66.0,0.59,10.0,32.2
3075,2022-08-08 16:00:00,64.0,0.83,10.0,30.5
3076,2022-08-08 17:00:00,67.0,0.6,10.0,30.2
3077,2022-08-08 18:00:00,67.0,0.5,9.0,29.1
3078,2022-08-08 19:00:00,68.0,0.17,10.0,28.1
3079,2022-08-08 20:00:00,70.0,0.01,10.0,27.4
3080,2022-08-09 07:00:00,76.0,0.03,9.0,26.7
3081,2022-08-09 08:00:00,74.0,0.25,9.0,27.9
3082,2022-08-09 09:00:00,73.0,0.56,10.0,29.7
3083,2022-08-09 10:00:00,70.0,1.16,9.0,31.6
3084,2022-08-09 11:00:00,67.0,1.67,9.0,32.1
3085,2022-08-09 12:00:00,66.0,1.55,9.0,33.9
3086,2022-08-09 13:00:00,64.0,1.89,9.0,37.5
3087,2022-08-09 14:00:00,66.0,1.52,9.0,34.8
3088,2022-08-09 15:00:00,67.0,1.38,9.0,33.8
3089,2022-08-09 16:00:00,68.0,0.99,9.0,32.8
3090,2022-08-09 17:00:00,67.0,1.22,8.0,33.9
3091,2022-08-09 18:00:00,66.0,0.61,9.0,30.9
3092,2022-08-09 19:00:00,68.0,0.16,10.0,28.8
3093,2022-08-09 20:00:00,66.0,0.01,10.0,27.5
3094,2022-08-10 07:00:00,77.0,0.04,10.0,26.3
3095,2022-08-10 08:00:00,75.0,0.18,10.0,27.0
3096,2022-08-10 09:00:00,75.0,0.17,10.0,26.8
3097,2022-08-10 10:00:00,79.0,0.24,10.0,27.7
3098,2022-08-10 11:00:00,77.0,0.28,10.0,27.8
3099,2022-08-10 12:00:00,81.0,0.26,10.0,28.2
3100,2022-08-10 13:00:00,83.0,0.48,10.0,30.0
3101,2022-08-10 14:00:00,73.0,1.61,10.0,34.1
3102,2022-08-10 15:00:00,74.0,0.82,10.0,31.1
3103,2022-08-10 16:00:00,73.0,0.67,9.0,31.1
3104,2022-08-10 17:00:00,75.0,0.51,9.0,30.2
3105,2022-08-10 18:00:00,74.0,0.37,9.0,28.9
3106,2022-08-10 19:00:00,76.0,0.07,10.0,27.8
3107,2022-08-10 20:00:00,74.0,0.01,10.0,27.2
3108,2022-08-11 07:00:00,83.0,0.07,10.0,25.9
3109,2022-08-11 08:00:00,86.0,0.04,10.0,25.8
3110,2022-08-11 09:00:00,90.0,0.02,10.0,25.7
3111,2022-08-11 10:00:00,93.0,0.03,10.0,25.7
3112,2022-08-11 11:00:00,96.0,0.02,10.0,24.9
3113,2022-08-11 12:00:00,97.0,0.04,10.0,25.1
3114,2022-08-11 13:00:00,98.0,0.14,10.0,25.5
3115,2022-08-11 14:00:00,98.0,0.18,10.0,25.7
3116,2022-08-11 15:00:00,97.0,0.33,10.0,27.0
3117,2022-08-11 16:00:00,95.0,0.4,10.0,27.4
3118,2022-08-11 17:00:00,93.0,0.26,10.0,26.5
3119,2022-08-11 18:00:00,95.0,0.11,10.0,26.3
3120,2022-08-11 19:00:00,91.0,0.07,10.0,26.0
3121,2022-08-11 20:00:00,94.0,0.02,10.0,25.8
3122,2022-08-12 07:00:00,93.0,0.1,7.0,26.2
3123,2022-08-12 08:00:00,90.0,0.5,9.0,27.8
3124,2022-08-12 09:00:00,85.0,0.77,9.0,29.6
3125,2022-08-12 10:00:00,81.0,1.03,9.0,31.7
3126,2022-08-12 11:00:00,74.0,2.59,6.0,36.5
3127,2022-08-12 12:00:00,71.0,2.52,9.0,34.9
3128,2022-08-12 13:00:00,73.0,1.34,8.0,33.1
